"locationid";"objectid";"hasmenu";"areamanager";"open24hours";"address";"city";"state";"zip";"longitude";"latitude";"regionaldirector";"telephone";"isactive";"storename";"lastupdated";"storenumber";"storeopen";"storeclose";"hasfuel";"unleadedprice";"plusprice";"premiumprice";"geom"
34;"53da88bfe4b0e755dc4ec4e7";t;"EDWARDS, CHRISTOPHER";t;"505 West Cypress St.";"Kennett Square";"PA";"19348";-75.7177;39.844628;"HERLING, TERRENCE";"610-444-9949";f;"WAWA, STORE # 0034";"2017-09-01 16:01:00";34;"00:00:00";"00:00:00";f;;;;"0101000020E6100000B515FBCBEEED52C098A432C51CEC4340"
854;"53da88d8e4b06d8358062662";t;"DAVIS, ANTHONY";t;"2621 Philadelphia Pk.";"Claymont";"DE";"19703";-75.468993;39.794227;"SHARPLESS, JOHN";"302-798-2411";f;"WAWA, STORE # 0854";"2017-09-01 16:01:00";854;"00:00:00";"00:00:00";t;2.699;2.959;3.159;"0101000020E6100000634337FB03DE52C0D34CF73AA9E54340"
826;"53da88c9e4b06d835806242d";t;"DAVIS, ANTHONY";t;"3448 Naamans Rd.";"Wilmington";"DE";"19803";-75.542349;39.828355;"SHARPLESS, JOHN";"302-478-8237";f;"WAWA, STORE # 0826";"2017-09-01 16:01:00";826;"00:00:00";"00:00:00";f;;;;"0101000020E61000002C8194D8B5E252C0323D618907EA4340"
865;"53fd8254e4b092d8b8ef1981";t;"WYNNE, AMANDA";t;"24930 John J. Williams Hwy";"Millsboro";"DE";"19966";-75.195497;38.633863;"SHARPLESS, JOHN";"302-945-1834";f;"WAWA, STORE # 0865";"2017-09-01 16:01:00";865;"00:00:00";"00:00:00";t;2.699;2.959;3.159;"0101000020E6100000D55DD90583CC52C07D923B6C22514340"
8033;"53da88c9e4b06d8358062419";t;"EDWARDS, CHRISTOPHER";t;"120 Eagleview Rd.";"Lionville";"PA";"19341";-75.662885;40.047522;"HERLING, TERRENCE";"610-363-4046";f;"WAWA, STORE # 8033";"2017-09-01 16:01:00";8033;"00:00:00";"00:00:00";t;2.759;3.059;3.259;"0101000020E6100000930035B56CEA52C096EB6D3315064440"
85;"53da88cce4b06d8358062483";t;"EDWARDS, CHRISTOPHER";t;"750 North Pottstown Pk.";"Exton";"PA";"19341";-75.647052;40.055205;"HERLING, TERRENCE";"610-363-9712";f;"WAWA, STORE # 0085";"2017-09-01 16:01:00";85;"00:00:00";"00:00:00";t;2.759;3.059;3.259;"0101000020E6100000EEB3CA4C69E952C0B0C91AF510074440"
968;"53da88c9e4b06d8358062421";t;"CATERINA, SHERRI";t;"719 5th Ave.";"Galloway";"NJ";"08205";-74.528283;39.446782;"WEISER, MARIAN";"609-652-6423";f;"WAWA, STORE # 0968";"2017-09-01 16:01:00";968;"00:00:00";"00:00:00";t;2.559;2.859;3.059;"0101000020E610000019028063CFA152C082380F2730B94340"
920;"53da88d8e4b06d835806266e";t;"TREDANARI, MARC";t;"2422-28 Tilton Rd.";"EGG HARBOR TOWNSHIP";"NJ";"08234";-74.577346;39.432012;"WEISER, MARIAN";"609-641-2069";f;"WAWA, STORE # 0920";"2017-09-01 16:01:00";920;"00:00:00";"00:00:00";t;2.559;2.859;3.039;"0101000020E61000007E1EA33CF3A452C062BD512B4CB74340"
8365;"55c5bd31e4b05c34d0635812";t;"KENT, SCOTT";t;"2720 WOODBRIDGE AVE";"EDISON";"NJ";"08837";-74.363493;40.511759;"READ, JASON";"732-549-0153";f;"WAWA, STORE # 8365";"2017-09-01 16:01:00";8365;"00:00:00";"00:00:00";t;2.499;2.799;2.899;"0101000020E6100000CCD42478439752C08237A45181414440"
961;"53da88d4e4b06d83580625ae";t;"ACKER, MICHELLE";t;"1700 Center Square Rd.";"SWEDESBORO";"NJ";"08085";-75.359988;39.759393;"WEISER, MARIAN";"856-241-7965";f;"WAWA, STORE # 0961";"2017-09-01 16:01:00";961;"00:00:00";"00:00:00";t;2.559;2.859;3.059;"0101000020E6100000F5BC1B0B0AD752C0DAE731CA33E14340"
867;"54929da2e4b07c8f00a1b20c";t;"DAVIS, ANTHONY";t;"601 NAAMANS RD";"CLAYMONT";"DE";"19703";-75.458103;39.817264;"SHARPLESS, JOHN";"302-798-1682";f;"WAWA, STORE # 0867";"2017-09-01 16:01:00";867;"00:00:00";"00:00:00";t;2.699;2.899;3.099;"0101000020E6100000C4CC3E8F51DD52C05D19541B9CE84340"
282;"53da88bee4b0e755dc4ec4a5";t;"MANN, CLAIRE";t;"10 Maplewood Dr.";"Douglasville";"PA";"19518";-75.72946;40.259803;"DEPAOLO, GINA";"610-385-1403";f;"WAWA, STORE # 0282";"2017-09-01 16:01:00";282;"00:00:00";"00:00:00";t;2.739;3.039;3.239;"0101000020E61000005FEFFE78AFEE52C08B33863941214440"
845;"53da88c3e4b06d8358062340";t;"WYNNE, AMANDA";t;"1525 East Lebanon Rd.";"Dover";"DE";"19904";-75.501284;39.123006;"SHARPLESS, JOHN";"302-697-4070";f;"WAWA, STORE # 0845";"2017-09-01 16:01:00";845;"00:00:00";"00:00:00";t;2.699;2.999;3.199;"0101000020E610000084807C0915E052C01B9B1DA9BE8F4340"
563;"53da88d6e4b06d835806263c";t;"MC AROY, CHERYL";t;"601 Sunburst Hwy.";"Cambridge";"MD";"21613";-76.066071;38.561052;"SHARPLESS, JOHN";"410-901-9794";f;"WAWA, STORE # 0563";"2017-09-01 16:01:00";563;"00:00:00";"00:00:00";t;2.699;3.019;3.219;"0101000020E6100000B20DDC813A0453C07DAD4B8DD0474340"
5102;"53da88d1e4b06d8358062540";t;"MCGRATH, KEVIN";t;"2184 E. Irlo Bronson Memorial";"Kissimmee";"FL";"34744";-81.355691;28.285902;"SOUDERS, TODD";"407-944-1101";f;"WAWA, STORE # 5102";"2017-09-01 16:01:00";5102;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E6100000D11E2FA4C35654C06ADC9BDF30493C40"
944;"53da88cce4b06d83580624b7";t;"GORDON, GEORGE";t;"624 West Main St.";"Millville";"NJ";"08332";-75.055547;39.398099;"WEISER, MARIAN";"856-327-7400";f;"WAWA, STORE # 0944";"2017-09-01 16:01:00";944;"00:00:00";"00:00:00";t;2.499;2.799;2.999;"0101000020E6100000051901158EC352C000C974E8F4B24340"
929;"53da88d4e4b06d83580625e0";t;"OTT, WILLIAM";t;"1310 Hwy. 34";"Farmingdale";"NJ";"07727";-74.126161;40.215869;"READ, JASON";"732-938-6870";f;"WAWA, STORE # 0929";"2017-09-01 16:01:00";929;"00:00:00";"00:00:00";t;2.499;2.799;2.999;"0101000020E6100000F6419605138852C0309C6B98A11B4440"
348;"53da88d1e4b06d8358062588";t;"CRESPO, ALEASE";t;"10 Manhattan Ave.";"Jackson";"NJ";"08527";-74.285334;40.123659;"READ, JASON";"732-928-4333";f;"WAWA, STORE # 0348";"2017-09-01 16:01:00";348;"00:00:00";"00:00:00";f;;;;"0101000020E6100000F69B89E9429252C0946DE00ED40F4440"
170;"53da88c4e4b06d8358062383";t;"GAMBIER, RACHEL";t;"721 Naamans Creek Rd.";"Chadds Ford";"PA";"19317";-75.536789;39.849887;"HERLING, TERRENCE";"610-459-9819";f;"WAWA, STORE # 0170";"2017-09-01 16:01:00";170;"00:00:00";"00:00:00";t;2.759;3.059;3.259;"0101000020E610000090F63FC05AE252C0D525E318C9EC4340"
461;"53da88d1e4b06d8358062578";t;"TREDANARI, MARC";t;"112 NEW ROAD";"Somers Point";"NJ";"08244";-74.5922;39.331034;"WEISER, MARIAN";"609-653-8922";f;"WAWA, STORE # 0461";"2017-09-01 16:01:00";461;"00:00:00";"00:00:00";t;2.559;2.859;3.059;"0101000020E61000003D2CD49AE6A552C09AEE75525FAA4340"
713;"53da88d6e4b06d8358062635";t;"CATERINA, SHERRI";t;"3932 Brigantine Blvd.";"Brigantine";"NJ";"08203";-74.396871;39.394255;"WEISER, MARIAN";"609-266-2680";f;"WAWA, STORE # 0713";"2017-09-01 16:01:00";713;"00:00:00";"00:00:00";f;;;;"0101000020E6100000C66E9F55669952C06AA4A5F276B24340"
300;"53da88cee4b06d83580624ff";t;"ALLAR, LORI";f;"3800 Landis Ave.";"Sea Isle City";"NJ";"08243";-74.68938;39.157172;"WEISER, MARIAN";"609-263-2330";f;"WAWA, STORE # 0300";"2017-09-01 16:01:00";300;"06:00:00";"22:00:00";f;;;;"0101000020E61000000EA14ACD1EAC52C068EC4B361E944340"
343;"53da88c4e4b06d8358062363";t;"WADE, ADAM";t;"301 Newton's Corner Rd.";"Howell";"NJ";"07731";-74.144285;40.119917;"MURPHY, MAUREEN";"732-840-1890";f;"WAWA, STORE # 0343";"2017-09-01 16:01:00";343;"00:00:00";"00:00:00";f;;;;"0101000020E61000006A1327F73B8952C0029EB470590F4440"
685;"53da88c4e4b06d835806237e";t;"FOSSELLA, JASON";t;"772 J. Clyde Morris Blvd.";"Newport News";"VA";"23601";-76.459683;37.08065;"RUPERT, MICHELLE";"757-873-4737";f;"WAWA, STORE # 0685";"2017-09-01 16:01:00";685;"00:00:00";"00:00:00";t;2.399;2.659;2.859;"0101000020E6100000BDE13E726B1D53C011363CBD528A4240"
8641;"55715d35e4b0ab783c6823fc";t;"FOSSELLA, JASON";t;"5280 W Mercury Blvd";"Hampton";"VA";"23605";-76.44016;37.021936;"RUPERT, MICHELLE";"757-825-3905";f;"WAWA, STORE # 8641";"2017-09-01 16:01:00";8641;"00:00:00";"00:00:00";t;2.359;2.559;2.759;"0101000020E61000007940D9942B1C53C0724D81CCCE824240"
871;"5589182ce4b03b6b0b192403";t;"WYNNE, AMANDA";t;"30155 VETERANS WAY";"REHOBOTH BEACH";"DE";"19971";-75.104235;38.712698;"SHARPLESS, JOHN";"302-227-1893";f;"WAWA, STORE # 0871";"2017-09-01 16:01:00";871;"00:00:00";"00:00:00";t;2.699;2.959;3.159;"0101000020E61000004F0647C9ABC652C05AF624B0395B4340"
849;"53da88cae4b06d8358062459";t;"WYNNE, AMANDA";t;"35436 Wolfe Neck Rd.";"Rehoboth Beach";"DE";"19971";-75.132183;38.731485;"SHARPLESS, JOHN";"302-644-4210";f;"WAWA, STORE # 0849";"2017-09-01 16:01:00";849;"00:00:00";"00:00:00";t;2.699;2.999;3.199;"0101000020E61000009485AFAF75C852C0DD41EC4CA15D4340"
964;"53da88d4e4b06d83580625a5";t;"ACKER, MICHELLE";t;"2105 North 2nd St.";"Millville";"NJ";"08332";-75.038504;39.421454;"WEISER, MARIAN";"856-327-3661";f;"WAWA, STORE # 0964";"2017-09-01 16:01:00";964;"00:00:00";"00:00:00";t;2.499;2.799;2.999;"0101000020E6100000F9307BD976C252C05A626534F2B54340"
996;"53da88cae4b06d835806246a";t;"OTT, WILLIAM";t;"2000 SHAFTO ROAD";"TINTON FALLS";"NJ";"07712";-74.090766;40.258003;"READ, JASON";"732-493-2101";f;"WAWA, STORE # 0996";"2017-09-01 16:01:00";996;"00:00:00";"00:00:00";t;2.539;2.839;3.039;"0101000020E6100000AE65321CCF8552C08CA2073E06214440"
278;"53da88c6e4b06d83580623c7";t;"OHARA, TIM";t;"706 East Gay St.";"West Chester";"PA";"19380";-75.593767;39.965099;"HERLING, TERRENCE";"610-701-4760";f;"WAWA, STORE # 0278";"2017-09-01 16:01:00";278;"00:00:00";"00:00:00";t;2.699;2.999;3.199;"0101000020E61000006B9C4D4700E652C07F33315D88FB4340"
743;"53da88c4e4b06d835806236c";t;"MOREY, JOHN";t;"605 East County Line Rd.";"Lakewood";"NJ";"08701";-74.204455;40.105508;"MURPHY, MAUREEN";"732-364-4452";f;"WAWA, STORE # 0743";"2017-09-01 16:01:00";743;"00:00:00";"00:00:00";f;;;;"0101000020E61000003CA06CCA158D52C0B2BB4049810D4440"
910;"53da88d4e4b06d83580625dc";t;"OTT, WILLIAM";t;"909 Route 33";"Freehold";"NJ";"07728";-74.228455;40.23893;"READ, JASON";"732-866-0096";f;"WAWA, STORE # 0910";"2017-09-01 16:01:00";910;"00:00:00";"00:00:00";t;2.499;2.799;2.999;"0101000020E6100000E466B8019F8E52C043041C42951E4440"
687;"53da88d1e4b06d8358062574";t;"FOSSELLA, JASON";t;"5824 George Washington";"Yorktown";"VA";"23692";-76.465152;37.165374;"RUPERT, MICHELLE";"757-833-7801";f;"WAWA, STORE # 0687";"2017-09-01 16:01:00";687;"00:00:00";"00:00:00";t;2.399;2.639;2.839;"0101000020E6100000D1EAE40CC51D53C0EACDA8F92A954240"
834;"53da88cce4b06d8358062490";t;"WYNNE, AMANDA";t;"17663 Dartmouth Dr.";"Lewes";"DE";"19958";-75.15389;38.744055;"SHARPLESS, JOHN";"302-645-5637";f;"WAWA, STORE # 0834";"2017-09-01 16:01:00";834;"00:00:00";"00:00:00";t;2.699;2.999;3.199;"0101000020E61000009D4B7155D9C952C070B6B9313D5F4340"
864;"53da88d6e4b06d835806260e";t;"MC AROY, CHERYL";t;"18586 Sussex Highway";"Bridgeville";"DE";"19933";-75.591618;38.726078;"SHARPLESS, JOHN";"302-337-7424";f;"WAWA, STORE # 0864";"2017-09-01 16:01:00";864;"00:00:00";"00:00:00";t;2.699;2.999;3.199;"0101000020E6100000656EBE11DDE552C02C2CB81FF05C4340"
855;"53da88d6e4b06d8358062603";t;"WYNNE, AMANDA";t;"1450 Forest Ave.";"Dover";"DE";"19904";-75.558965;39.158172;"SHARPLESS, JOHN";"302-734-4703";f;"WAWA, STORE # 0855";"2017-09-01 16:01:00";855;"00:00:00";"00:00:00";t;2.699;3.009;3.239;"0101000020E6100000F4A62215C6E352C04B92E7FA3E944340"
593;"53da88cfe4b06d835806252a";t;"DUTTON, BEN";t;"10515 BALTIMORE AVENUE";"Beltsville";"MD";"20704";-76.917096;39.027352;"SHARPLESS, JOHN";"301-595-2013";f;"WAWA, STORE # 0593";"2017-09-01 16:01:00";593;"00:00:00";"00:00:00";t;2.699;2.979;3.239;"0101000020E6100000B7D26BB3B13A53C077BD344580834340"
5193;"55ae0833e4b09d41121b128b";t;"DIILLIO, DENISE";t;"6350 STIRLING ROAD";"DAVIE";"FL";"33314";-80.230696;26.045367;"PREVOST, DAVID";"954-559-8620";f;"WAWA, STORE # 5193";"2017-09-01 16:01:00";5193;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E61000005AD427B9C30E54C05051F52B9D0B3A40"
5143;"53da88cee4b06d83580624f5";t;"HARRELL, CHARLENE";t;"4391 W. Vine St.";"Kissimmee";"FL";"34746";-81.457422;28.304796;"SOUDERS, TODD";"321-677-0394";f;"WAWA, STORE # 5143";"2017-09-01 16:01:00";5143;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E6100000239EEC66465D54C09DF3531C074E3C40"
8068;"544f5322e4b0b783b952dc1e";t;"OHARA, TIM";t;"1050 WEST CHESTER PIKE";"WEST CHESTER";"PA";"19382-5003";-75.576533;39.967401;"HERLING, TERRENCE";"610-429-1205";f;"WAWA, STORE # 8068";"2017-09-01 16:01:00";8068;"00:00:00";"00:00:00";t;2.799;3.099;3.299;"0101000020E61000002504ABEAE5E452C0118FC4CBD3FB4340"
993;"53da88c6e4b06d83580623c8";t;"OTT, WILLIAM";t;"146 Woodward Ave.";"Manalapan";"NJ";"07726";-74.367753;40.254954;"READ, JASON";"732-446-9650";f;"WAWA, STORE # 0993";"2017-09-01 16:01:00";993;"00:00:00";"00:00:00";t;2.499;2.799;2.999;"0101000020E61000006000E143899752C000FE2955A2204440"
30;"53da88d4e4b06d83580625e5";t;"GAMBIER, RACHEL";t;"2300 Chichester Ave.";"Boothwyn";"PA";"19061";-75.43711;39.829694;"HERLING, TERRENCE";"610-494-0226";f;"WAWA, STORE # 0030";"2017-09-01 16:01:00";30;"00:00:00";"00:00:00";f;;;;"0101000020E61000004BB0389CF9DB52C0FED7B96933EA4340"
7;"53da88bee4b0e755dc4ec4a7";t;"GAMBIER, RACHEL";t;"1439 Market St.";"Linwood";"PA";"19061";-75.421077;39.825678;"HERLING, TERRENCE";"610-485-4855";f;"WAWA, STORE # 0007";"2017-09-01 16:01:00";7;"00:00:00";"00:00:00";f;;;;"0101000020E61000004206F2ECF2DA52C06B8313D1AFE94340"
8612;"53da88c6e4b06d83580623ab";t;"CHESLER, JASON";t;"4005 VICTORY BLVD";"PORTSMOUTH";"VA";"23701";-76.359806;36.8107;"RUPERT, MICHELLE";"757-488-1472";f;"WAWA, STORE # 8612";"2017-09-01 16:01:00";8612;"00:00:00";"00:00:00";t;2.399;2.549;2.759;"0101000020E6100000E5B9BE0F071753C0006F8104C5674240"
754;"53da88c6e4b06d83580623ca";t;"OTT, WILLIAM";t;"345 Union Hill Rd.";"Manalapan";"NJ";"07726";-74.31909;40.33622;"READ, JASON";"732-536-9679";f;"WAWA, STORE # 0754";"2017-09-01 16:01:00";754;"00:00:00";"00:00:00";f;;;;"0101000020E6100000C39E76F86B9452C06C21C841092B4440"
5144;"53da88c6e4b06d83580623cb";t;"HARRELL, CHARLENE";t;"1909 S  HIGHWAY 27";"CLERMONT";"FL";"34711";-81.740411;28.542605;"SOUDERS, TODD";"352-243-2594";f;"WAWA, STORE # 5144";"2017-09-01 16:01:00";5144;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E610000050A6D1E4626F54C065A54929E88A3C40"
8067;"540ac5b1e4b0f531e775313c";t;"SCOTT, PATTI";t;"1111 GROSSER RD";"GILBERTSVILLE";"PA";"19525";-75.633507;40.311034;"DEPAOLO, GINA";"610-473-0250";f;"WAWA, STORE # 8067";"2017-09-01 16:01:00";8067;"00:00:00";"00:00:00";t;2.799;3.099;3.299;"0101000020E61000005FB2F1608BE852C0D7F84CF6CF274440"
270;"53da88cee4b06d8358062506";t;"SEEGER, JOY";t;"1-17 RT. 940";"WHITE HAVEN";"PA";"18661";-75.704081;41.070606;"DEPAOLO, GINA";"570-443-2130";f;"WAWA, STORE # 0270";"2017-09-01 16:01:00";270;"00:00:00";"00:00:00";t;2.759;3.059;3.259;"0101000020E61000000A2FC1A90FED52C060730E9E09894440"
848;"53da88cce4b06d83580624a7";t;"WYNNE, AMANDA";t;"2800 North Dupont Hwy.";"Dover";"DE";"19901";-75.547268;39.194944;"SHARPLESS, JOHN";"302-678-2385";f;"WAWA, STORE # 0848";"2017-09-01 16:01:00";848;"00:00:00";"00:00:00";t;2.699;2.999;3.199;"0101000020E61000006E895C7006E352C09546CCECF3984340"
5187;"55715d35e4b0ab783c6823fd";t;"MCGRATH, KEVIN";t;"14876 NARCOOSSE RD";"ORLANDO";"FL";"32832";-81.233716;28.34851;"SOUDERS, TODD";"407-856-5960";f;"WAWA, STORE # 5187";"2017-09-01 16:01:00";5187;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E61000005323F433F54E54C037548CF337593C40"
5104;"53da88d7e4b06d835806265b";t;"MCGRATH, KEVIN";t;"2449 N. Orange Blossom Trail";"Kissimmee";"FL";"34744";-81.402951;28.318497;"SOUDERS, TODD";"407-870-1502";f;"WAWA, STORE # 5104";"2017-09-01 16:01:00";5104;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E6100000FEB8FDF2C95954C0C6DFF60489513C40"
790;"53da88c4e4b06d835806238c";t;"OTT, WILLIAM";t;"14 NORTH BRIDGE AVE.";"Red Bank";"NJ";"07701";-74.07587;40.351311;"READ, JASON";"732-747-3555";f;"WAWA, STORE # 0790";"2017-09-01 16:01:00";790;"00:00:00";"00:00:00";f;;;;"0101000020E6100000D72FD80DDB8452C0CFDC43C2F72C4440"
8327;"53da88d1e4b06d835806257c";t;"GORDON, GEORGE";t;"692 N. Delsea Dr.";"Glassboro";"NJ";"08028";-75.113053;39.719009;"WEISER, MARIAN";"856-881-7098";f;"WAWA, STORE # 8327";"2017-09-01 16:01:00";8327;"00:00:00";"00:00:00";t;2.499;2.799;2.999;"0101000020E6100000BD6DA6423CC752C0CC43A67C08DC4340"
452;"53da88d8e4b06d8358062668";t;"ALLAR, LORI";t;"1426-1428 Texas Ave.";"Cape May";"NJ";"08204";-74.909087;38.946771;"WEISER, MARIAN";"609-884-6753";f;"WAWA, STORE # 0452";"2017-09-01 16:01:00";452;"00:00:00";"00:00:00";f;;;;"0101000020E6100000008E3D7B2EBA52C08EE6C8CA2F794340"
5210;"55cda62ce4b0431100de039a";t;"HARRELL, CHARLENE";t;"13501 W COLONIAL DR";"WINTER GARDEN";"FL";"34787";-81.583899;28.551483;"SOUDERS, TODD";"407-301-7017";f;"WAWA, STORE # 5210";"2017-09-01 16:01:00";5210;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E6100000B24AE9995E6554C0CB4C69FD2D8D3C40"
714;"53da88cae4b06d835806245a";t;"FETTERMAN, JENNIFER";t;"7 East Black Horse Pk.";"WILLIAMSTOWN";"NJ";"08094";-74.881018;39.603006;"WEISER, MARIAN";"609-561-3438";f;"WAWA, STORE # 0714";"2017-09-01 16:01:00";714;"00:00:00";"00:00:00";f;;;;"0101000020E6100000FD4B529962B852C059A5F44C2FCD4340"
8027;"53da88c7e4b06d83580623e1";t;"GAMBIER, RACHEL";t;"5008 Pennell Rd.";"Aston";"PA";"19014";-75.427161;39.865327;"HERLING, TERRENCE";"610-494-4051";f;"WAWA, STORE # 8027";"2017-09-01 16:01:00";8027;"00:00:00";"00:00:00";t;2.799;3.099;3.299;"0101000020E61000001B48179B56DB52C043ACFE08C3EE4340"
295;"53da88c6e4b06d83580623bc";t;"MANN, CLAIRE";t;"1417 South Hanover St.";"Pottstown";"PA";"19465";-75.661125;40.208432;"DEPAOLO, GINA";"610-326-1090";f;"WAWA, STORE # 0295";"2017-09-01 16:01:00";295;"00:00:00";"00:00:00";t;2.779;3.119;3.319;"0101000020E61000005A643BDF4FEA52C04EB857E6AD1A4440"
5134;"53da88cfe4b06d8358062524";t;"REYNOLDS, ANGELA";t;"608 N. Goldenrod Rd.";"Orlando";"FL";"32807";-81.286753;28.553291;"SOUDERS, TODD";"407-249-9474";f;"WAWA, STORE # 5134";"2017-09-01 16:01:00";5134;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E6100000EA4141295A5254C0D02B9E7AA48D3C40"
5130;"53da88c7e4b06d83580623f9";t;"REYNOLDS, ANGELA";t;"3025 Curry Ford Rd.";"Orlando";"FL";"32806";-81.345;28.524709;"SOUDERS, TODD";"407-897-8117";f;"WAWA, STORE # 5130";"2017-09-01 16:01:00";5130;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E6100000AE47E17A145654C0B8EA3A5453863C40"
980;"53da88d4e4b06d83580625b5";t;"ALLAR, LORI";t;"3719 Bayshore Rd.";"CAPE MAY";"NJ";"08204";-74.941199;38.98295;"WEISER, MARIAN";"609-886-0004";f;"WAWA, STORE # 0980";"2017-09-01 16:01:00";980;"00:00:00";"00:00:00";t;2.499;2.799;2.999;"0101000020E6100000C901BB9A3CBC52C036CD3B4ED17D4340"
729;"53da88c4e4b06d8358062373";t;"ALLAR, LORI";t;"418 West Rio Grande Ave.";"Wildwood";"NJ";"08260";-74.829208;38.98717;"WEISER, MARIAN";"609-729-6339";f;"WAWA, STORE # 0729";"2017-09-01 16:01:00";729;"00:00:00";"00:00:00";t;2.539;2.819;3.019;"0101000020E610000038656EBE11B552C0D1CB28965B7E4340"
8042;"53da88c9e4b06d8358062410";t;"GAMBIER, RACHEL";t;"4703 Edgemont Ave.";"Brookhaven";"PA";"19015";-75.393312;39.876489;"HERLING, TERRENCE";"610-872-5183";f;"WAWA, STORE # 8042";"2017-09-01 16:01:00";8042;"00:00:00";"00:00:00";t;2.799;3.119;3.299;"0101000020E6100000F54718062CD952C0E126A3CA30F04340"
911;"53da88d1e4b06d835806255e";t;"CRESPO, ALEASE";t;"1181 RT. 36";"Hazlet";"NJ";"07730";-74.182104;40.433353;"READ, JASON";"732-888-0034";f;"WAWA, STORE # 0911";"2017-09-01 16:01:00";911;"00:00:00";"00:00:00";f;;;;"0101000020E6100000211E8997A78B52C0CE4F711C78374440"
558;"53da88bee4b0e755dc4ec4a6";t;"LUST, RENEE";t;"8731 Pulaski Hwy.";"Rosedale";"MD";"21237";-76.48165;39.335967;"SHARPLESS, JOHN";"410-780-9970";f;"WAWA, STORE # 0558";"2017-09-01 16:01:00";558;"00:00:00";"00:00:00";t;2.699;2.979;3.179;"0101000020E61000009487855AD31E53C082C476F700AB4340"
398;"53da88d1e4b06d835806255c";t;"GORDON, GEORGE";t;"400 Bridgeton Pk.";"Mantua";"NJ";"08051";-75.183048;39.782211;"WEISER, MARIAN";"856-468-2524";f;"WAWA, STORE # 0398";"2017-09-01 16:01:00";398;"00:00:00";"00:00:00";f;;;;"0101000020E61000004966F50EB7CB52C025C9737D1FE44340"
360;"53da88d4e4b06d83580625a2";t;"ACKER, MICHELLE";t;"701 Woodbury-Glassboro Rd.";"Sewell";"NJ";"08080";-75.134457;39.770193;"WEISER, MARIAN";"856-468-6235";f;"WAWA, STORE # 0360";"2017-09-01 16:01:00";360;"00:00:00";"00:00:00";f;;;;"0101000020E6100000F86D88F19AC852C0D74D29AF95E24340"
549;"53da88d1e4b06d835806256f";t;"DAVIS, MICHAEL";t;"628 Admiral Dr.";"Annapolis";"MD";"21401";-76.532468;38.994806;"SHARPLESS, JOHN";"410-974-6436";f;"WAWA, STORE # 0549";"2017-09-01 16:01:00";549;"00:00:00";"00:00:00";f;;;;"0101000020E6100000A88AA9F4132253C0AAEE91CD557F4340"
5132;"53da88c3e4b06d835806235d";t;"MCGRATH, KEVIN";t;"13585 S. Orange Ave.";"Orlando";"FL";"32824";-81.382357;28.365697;"SOUDERS, TODD";"407-852-0360";f;"WAWA, STORE # 5132";"2017-09-01 16:01:00";5132;"00:00:00";"00:00:00";t;2.499;2.849;3.099;"0101000020E610000063997E89785854C0CD3E8F519E5D3C40"
5116;"53da88c7e4b06d83580623d5";t;"HARRELL, CHARLENE";t;"3140 VINELAND ROAD";"Kissimmee";"FL";"34746";-81.483787;28.341157;"SOUDERS, TODD";"407-397-0083";f;"WAWA, STORE # 5116";"2017-09-01 16:01:00";5116;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E6100000B8CEBF5DF65E54C02DCDAD1056573C40"
5113;"53da88bfe4b0e755dc4ec4ee";t;"REYNOLDS, ANGELA";t;"8049 East Colonial Dr.";"Orlando";"FL";"32807";-81.278309;28.569155;"SOUDERS, TODD";"407-381-1129";f;"WAWA, STORE # 5113";"2017-09-01 16:01:00";5113;"00:00:00";"00:00:00";t;2.599;2.849;3.099;"0101000020E6100000AD4B8DD0CF5154C0D95A5F24B4913C40"
88;"53da88d1e4b06d835806253e";t;"OHARA, TIM";t;"1594 Paoli Pk.";"West Chester";"PA";"19380";-75.544906;39.99407;"HERLING, TERRENCE";"610-696-9814";f;"WAWA, STORE # 0088";"2017-09-01 16:01:00";88;"24:00:00";"24:00:00";f;;;;"0101000020E61000003A596ABDDFE252C0A5F78DAF3DFF4340"
301;"53da88d4e4b06d83580625db";t;"FETTERMAN, JENNIFER";t;"3 South Woodbury Rd.";"Pitman";"NJ";"08071";-75.121223;39.736548;"WEISER, MARIAN";"856-582-2079";f;"WAWA, STORE # 0301";"2017-09-01 16:01:00";301;"00:00:00";"00:00:00";f;;;;"0101000020E610000079211D1EC2C752C094F7713447DE4340"
8629;"53da88bee4b0e755dc4ec4ca";t;"FOSSELLA, JASON";t;"2401 W. Mercury Blvd";"Hamtpon";"VA";"23666";-76.40937;37.03613;"RUPERT, MICHELLE";"757-825-0941";f;"WAWA, STORE # 8629";"2017-09-01 16:01:00";8629;"00:00:00";"00:00:00";t;2.359;2.559;2.759;"0101000020E6100000AA7D3A1E331A53C0C63368E89F844240"
