X,Y,locationid,objectid,hasmenu,areamanager,open24hours,address,city,state,zip,longitude,latitude,regionaldirector,telephone,isactive,storename,lastupdated,storenumber,storeopen,storeclose,hasfuel,unleadedprice,plusprice,premiumprice
-75.200774,40.983159,116,53da88d7e4b06d8358062651,t,"SEEGER, JOY",t,1015 West Main St.,Stroudsburg,PA,18360,-75.200774,40.983159,"DEPAOLO, GINA",570-424-8474,t,"WAWA, STORE # 0116",2017-09-07 16:01:00,116,00:00:00,00:00:00,f,,,
-74.631951,40.061109,345,53da88cee4b06d83580624ed,t,"MORENO, SANDRA",t,210 Georgetown/Wrightstown,Wrightstown,NJ,08562,-74.631951,40.061109,"READ, JASON",609-723-5665,t,"WAWA, STORE # 0345",2017-09-07 16:01:00,345,00:00:00,00:00:00,f,,,
-74.195832,39.790861,378,53da88bee4b0e755dc4ec4c7,t,"SIMMONS, THOMAS",t,455 Route 9,Waretown,NJ,08758,-74.195832,39.790861,"MURPHY, MAUREEN",609-971-7201,t,"WAWA, STORE # 0378",2017-09-07 16:01:00,378,00:00:00,00:00:00,f,,,
-74.840819,40.052125,943,53da88bee4b0e755dc4ec4a3,t,"MORENO, SANDRA",t,2003 Mount Holly Rd.,Burlington,NJ,08016,-74.840819,40.052125,"READ, JASON",609-386-2501,t,"WAWA, STORE # 0943",2017-09-07 16:01:00,943,00:00:00,00:00:00,t,2.699,2.999,3.199
-75.058733,40.12087,8057,53da88c7e4b06d83580623ea,t,"ALTEMUS, REBECCA",t,2500 Philmont Ave.,Huntingdon Valley,PA,19006,-75.058733,40.12087,"SIMONETTI, DAVID",215-938-8435,t,"WAWA, STORE # 8057",2017-09-07 16:01:00,8057,00:00:00,00:00:00,t,2.899,3.199,3.399
-75.401402,40.600007,87,53da88d1e4b06d835806255a,t,"MAGEE, JAMES",t,1429 Broadway,Fountain Hill,PA,18015,-75.401402,40.600007,"DEPAOLO, GINA",610-867-3133,t,"WAWA, STORE # 0087",2017-09-07 16:01:00,87,24:00:00,24:00:00,f,,,
-75.728169,39.448346,843,53da88d1e4b06d8358062563,t,"WYNNE, AMANDA",t,528 West Main St.,Middletown,DE,19709,-75.728169,39.448346,"SHARPLESS, JOHN",302-376-1780,t,"WAWA, STORE # 0843",2017-09-07 16:01:00,843,00:00:00,00:00:00,t,2.699,2.999,3.199
-75.680206,39.453041,859,53da88bfe4b0e755dc4ec4f0,t,"WYNNE, AMANDA",t,690 Middletown Odessa Rd.,Middletown,DE,19709,-75.680206,39.453041,"SHARPLESS, JOHN",302-378-5314,t,"WAWA, STORE # 0859",2017-09-07 16:01:00,859,00:00:00,00:00:00,t,2.679,2.979,3.179
-75.04169,39.493754,942,53da88d1e4b06d835806254c,t,"GORDON, GEORGE",t,501 North Delsea Dr.,Vineland,NJ,08360,-75.04169,39.493754,"WEISER, MARIAN",856-507-5950,t,"WAWA, STORE # 0942",2017-09-07 16:01:00,942,00:00:00,00:00:00,t,2.699,2.999,3.199
-81.365921,28.605053,5135,53da88cee4b06d835806250a,t,"REYNOLDS, ANGELA",t,901 N. Orlando Ave.,Winter Park,FL,32789,-81.365921,28.605053,"SOUDERS, TODD",407-629-0167,t,"WAWA, STORE # 5135",2017-09-07 16:01:00,5135,00:00:00,00:00:00,t,2.699,2.949,3.199
-75.0235,40.11157,8047,53da88c3e4b06d8358062342,t,"ALTEMUS, REBECCA",t,10901 Bustleton Ave.,Philadelphia,PA,19115,-75.0235,40.11157,"SIMONETTI, DAVID",215-464-7101,t,"WAWA, STORE # 8047",2017-09-07 16:01:00,8047,00:00:00,00:00:00,t,2.899,3.199,3.399
-74.952223,40.016182,8304,53da88d1e4b06d8358062576,t,"KIERNAN, JOHN",t,5010 Route 130 North,Delran Twp,NJ,08075,-74.952223,40.016182,"READ, JASON",856-461-7001,t,"WAWA, STORE # 8304",2017-09-07 16:01:00,8304,00:00:00,00:00:00,t,2.699,2.999,3.199
-75.177104,40.994137,112,53da88d6e4b06d8358062618,t,"SEEGER, JOY",t,233 Prospect St.,East Stroudsburg,PA,18301,-75.177104,40.994137,"DEPAOLO, GINA",570-421-1227,t,"WAWA, STORE # 0112",2017-09-07 16:01:00,112,00:00:00,00:00:00,f,,,
-75.011502,40.131973,232,53da88d7e4b06d8358062654,t,"ALTEMUS, REBECCA",t,14101 Bustleton Pk.,Philadelphia,PA,19116,-75.011502,40.131973,"SIMONETTI, DAVID",215-676-8110,t,"WAWA, STORE # 0232",2017-09-07 16:01:00,232,00:00:00,00:00:00,f,,,
-74.54881,39.953839,329,53da88c7e4b06d83580623f3,t,"MOREY, JOHN",t,558-562 Lakehurst Rd.,Browns Mills,NJ,08015,-74.54881,39.953839,"MURPHY, MAUREEN",609-893-1174,t,"WAWA, STORE # 0329",2017-09-07 16:01:00,329,00:00:00,00:00:00,f,,,
-74.480317,40.082812,979,53da88c6e4b06d83580623b7,t,"MORENO, SANDRA",t,633 Route 539,New Egypt,NJ,08533,-74.480317,40.082812,"READ, JASON",609-758-3061,t,"WAWA, STORE # 0979",2017-09-07 16:01:00,979,00:00:00,00:00:00,t,2.739,3.039,3.239
-80.088861,26.617745,5213,55cda62ce4b0431100de039d,t,"MARKO-HEIM, CHARLENE",t,3950 SOUTH CONGRESS AVE,PALM SPRINGS,FL,33461,-80.088861,26.617745,"PREVOST, DAVID",561-791-6658,t,"WAWA, STORE # 5213",2017-09-07 16:01:00,5213,00:00:00,00:00:00,t,2.659,2.949,3.199
-76.2096,36.8613,8645,559798b6e4b0f6c705207f65,t,"HOLMAN, AMANDA",t,1146 N. MILITARY HWY.,NORFOLK,VA,23502,-76.2096,36.8613,"RUPERT, MICHELLE",757-470-0719,t,"WAWA, STORE # 8645",2017-09-07 16:01:00,8645,00:00:00,00:00:00,t,2.459,2.759,3.059
-74.977079,40.149851,38,53da88c4e4b06d835806239a,t,"ALTEMUS, REBECCA",t,676 Rosewood Ave.,FEASTERVILLE TREVOSE,PA,19053,-74.977079,40.149851,"SIMONETTI, DAVID",215-357-0926,t,"WAWA, STORE # 0038",2017-09-07 16:01:00,38,00:00:00,00:00:00,f,,,
-75.128117,40.302661,56,53da88c9e4b06d835806242e,t,"BOYER, JASON",t,339 South Main St.,Doylestown,PA,18901,-75.128117,40.302661,"SIMONETTI, DAVID",215-345-4160,t,"WAWA, STORE # 0056",2017-09-07 16:01:00,56,00:00:00,00:00:00,f,,,
-74.942409,40.135595,77,53da88d4e4b06d83580625ca,t,"HAMBRIDGE, SCOTT",t,3328 BRISTOL ROAD,BENSALEM,PA,19020,-74.942409,40.135595,"SIMONETTI, DAVID",215-757-6997,t,"WAWA, STORE # 0077",2017-09-07 16:01:00,77,00:00:00,00:00:00,f,,,
-74.978951,40.121173,277,53da88cae4b06d835806245c,t,"HAMBRIDGE, SCOTT",t,2250 Lincoln Hwy.,FEASTERVILLE TREVOSE,PA,19053,-74.978951,40.121173,"SIMONETTI, DAVID",215-638-5640,t,"WAWA, STORE # 0277",2017-09-07 16:01:00,277,00:00:00,00:00:00,t,2.899,3.199,3.399
-74.172461,39.862461,794,53da88cae4b06d8358062462,t,"SIMMONS, THOMAS",t,701 North Main St.,Lanoka Harbor,NJ,08734,-74.172461,39.862461,"MURPHY, MAUREEN",609-693-0357,t,"WAWA, STORE # 0794",2017-09-07 16:01:00,794,00:00:00,00:00:00,t,2.659,2.939,3.139
-81.415493,28.57746,5100,53da88d1e4b06d8358062587,t,"REYNOLDS, ANGELA",t,2500 Silver Star Rd.,Orlando,FL,32804,-81.415493,28.57746,"SOUDERS, TODD",407-578-8574,t,"WAWA, STORE # 5100",2017-09-07 16:01:00,5100,00:00:00,00:00:00,t,2.699,2.949,3.199
-74.96295,40.12439,8072,55891847e4b09d41121b128a,t,"HAMBRIDGE, SCOTT",t,3620 STREET ROAD,BENSALEM,PA,19020,-74.96295,40.12439,"SIMONETTI, DAVID",267-522-8459,t,"WAWA, STORE # 8072",2017-09-07 16:01:00,8072,00:00:00,00:00:00,t,2.899,3.199,3.399
-74.988437,40.139445,8075,5589183be4b03b6b0b192404,t,"ALTEMUS, REBECCA",t,601 STREET RD. E,FEASTERVILLE TREVOSE,PA,19053-4120,-74.988437,40.139445,"SIMONETTI, DAVID",215-355-4370,t,"WAWA, STORE # 8075",2017-09-07 16:01:00,8075,00:00:00,00:00:00,t,2.899,3.199,3.399
-74.838403,40.110521,196,53da88d4e4b06d83580625cc,t,"HASIAK, TOM",f,200 Green Ln.,Bristol,PA,19007,-74.838403,40.110521,"SIMONETTI, DAVID",215-788-2750,t,"WAWA, STORE # 0196",2017-09-07 16:01:00,196,06:00:00,24:00:00,f,,,
-75.790914,39.653284,547,53da88cee4b06d83580624d7,t,"MACCUBBIN, CHRISTOPH",t,1657 ELKTON ROAD,Elkton,MD,21921,-75.790914,39.653284,"SHARPLESS, JOHN",410-996-8621,t,"WAWA, STORE # 0547",2017-09-07 16:01:00,547,00:00:00,00:00:00,t,2.699,3.019,3.219
-75.62587,39.64126,857,53da88c4e4b06d835806236d,t,"DAVIS, ANTHONY",t,1400 Beaver Brook Plaza,New Castle,DE,19720,-75.62587,39.64126,"SHARPLESS, JOHN",302-328-7459,t,"WAWA, STORE # 0857",2017-09-07 16:01:00,857,00:00:00,00:00:00,t,2.689,2.949,3.149
-74.97765,39.475334,926,53da88c4e4b06d8358062361,t,"GORDON, GEORGE",t,2615 East Chestnut Ave.,Vineland,NJ,08361,-74.97765,39.475334,"WEISER, MARIAN",856-507-8990,t,"WAWA, STORE # 0926",2017-09-07 16:01:00,926,00:00:00,00:00:00,t,2.699,3.039,3.239
-81.345069,28.697218,5156,53da88c3e4b06d8358062354,t,"SANCHEZ, EDWARD",t,162 E SR 434,Longwood,FL,32750,-81.345069,28.697218,"SOUDERS, TODD",407-262-0305,t,"WAWA, STORE # 5156",2017-09-07 16:01:00,5156,00:00:00,00:00:00,t,2.699,2.949,3.199
-80.088645,26.650097,5223,55dd7bb8e4b05c34d0635819,t,"MARKO-HEIM, CHARLENE",t,1771 SOUTH CONGRESS AVE,PALM SPRINGS,FL,33406,-80.088645,26.650097,"PREVOST, DAVID",561-812-2192,t,"WAWA, STORE # 5223",2017-09-07 16:01:00,5223,00:00:00,00:00:00,t,2.699,2.949,3.199
-75.289645,40.719331,8046,53da88d4e4b06d83580625f1,t,"MAGEE, JAMES",t,3820 Easton Nazareth Hwy.,Easton,PA,18045,-75.289645,40.719331,"DEPAOLO, GINA",610-759-1070,t,"WAWA, STORE # 8046",2017-09-07 16:01:00,8046,00:00:00,00:00:00,t,2.899,3.199,3.399
-75.060392,40.324247,215,53da88d9e4b06d8358062675,t,"BOYER, JASON",t,4713 York Rd,Buckingham,PA,18912,-75.060392,40.324247,"SIMONETTI, DAVID",215-794-7394,t,"WAWA, STORE # 0215",2017-09-07 16:01:00,215,24:00:00,24:00:00,f,,,
-74.844524,40.117543,268,53da88cce4b06d8358062492,t,"HASIAK, TOM",t,5900 Bristol Pk.,Bristol,PA,19007,-74.844524,40.117543,"SIMONETTI, DAVID",215-781-8080,t,"WAWA, STORE # 0268",2017-09-07 16:01:00,268,00:00:00,00:00:00,t,2.899,3.199,3.399
-74.925607,39.515033,380,53da88d4e4b06d83580625e6,t,"GORDON, GEORGE",t,731 Harding Hwy.,Buena,NJ,08310,-74.925607,39.515033,"WEISER, MARIAN",856-697-8484,t,"WAWA, STORE # 0380",2017-09-07 16:01:00,380,00:00:00,00:00:00,t,2.699,2.999,3.199
-75.614865,39.316256,830,53da88c9e4b06d8358062432,t,"WYNNE, AMANDA",t,5632 South Dupont Pkwy.,Smyrna,DE,19977,-75.614865,39.316256,"SHARPLESS, JOHN",302-653-5312,t,"WAWA, STORE # 0830",2017-09-07 16:01:00,830,00:00:00,00:00:00,f,,,
-75.627447,39.676667,841,53da88bfe4b0e755dc4ec4ef,t,"CHICKELERO, BONNIE",t,183 Airport Rd.,New Castle,DE,19720,-75.627447,39.676667,"SHARPLESS, JOHN",302-323-9822,t,"WAWA, STORE # 0841",2017-09-07 16:01:00,841,00:00:00,00:00:00,t,2.699,2.959,3.159
-75.733303,39.684637,860,53da88c9e4b06d8358062431,t,"CHICKELERO, BONNIE",t,601 Ogletown Rd.,Newark,DE,19711,-75.733303,39.684637,"SHARPLESS, JOHN",302-294-0795,t,"WAWA, STORE # 0860",2017-09-07 16:01:00,860,00:00:00,00:00:00,t,2.699,2.959,3.159
-75.6781,39.6867,868,5527893ee4b0c06d62f5d75e,t,"CHICKELERO, BONNIE",t,4651 STANTON OGLETOWN RD,NEWARK,DE,19713,-75.6781,39.6867,"SHARPLESS, JOHN",302-525-6114,t,"WAWA, STORE # 0868",2017-09-07 16:01:00,868,00:00:00,00:00:00,t,2.699,2.979,3.179
-74.860631,40.141346,60,53da88cce4b06d8358062489,t,"HASIAK, TOM",t,6016 Emilie Rd.,Levittown,PA,19057,-74.860631,40.141346,"SIMONETTI, DAVID",215-946-1531,t,"WAWA, STORE # 0060",2017-09-07 16:01:00,60,00:00:00,00:00:00,f,,,
-74.793031,40.173598,142,53da88cfe4b06d835806250c,t,"HASIAK, TOM",t,1244 Bristol Pk.,Morrisville,PA,19067,-74.793031,40.173598,"SIMONETTI, DAVID",215-295-8683,t,"WAWA, STORE # 0142",2017-09-07 16:01:00,142,00:00:00,00:00:00,f,,,
-76.102292,36.795748,679,53da88cce4b06d835806249b,t,"HOLMAN, AMANDA",t,1579 Lynnhaven Pkwy.,Virginia Beach,VA,23456,-76.102292,36.795748,"RUPERT, MICHELLE",757-368-9109,t,"WAWA, STORE # 0679",2017-09-07 16:01:00,679,00:00:00,00:00:00,t,2.499,2.749,2.999
-76.12614,36.822441,690,53da88d6e4b06d835806260a,t,"HOLMAN, AMANDA",t,4377 Holland Rd.,Virginia Beach,VA,23462,-76.12614,36.822441,"RUPERT, MICHELLE",757-326-6464,t,"WAWA, STORE # 0690",2017-09-07 16:01:00,690,00:00:00,00:00:00,t,2.499,2.789,2.989
-81.247782,28.479125,5182,5450a945e4b0ca5d241c8b73,t,"CARRAGHER, MICHAEL",t,9955 LEE VISTA BLVD,ORLANDO,FL,32829,-81.247782,28.479125,"SOUDERS, TODD",407-658-4515,t,"WAWA, STORE # 5182",2017-09-07 16:01:00,5182,00:00:00,00:00:00,t,2.699,2.949,3.199
-75.0941135,41.055508,8026,53da88cfe4b06d8358062516,t,"SEEGER, JOY",t,5121 Milford Rd.,East Stroudsburg,PA,18302,-75.0941135,41.055508,"DEPAOLO, GINA",570-223-8578,t,"WAWA, STORE # 8026",2017-09-07 16:01:00,8026,00:00:00,00:00:00,t,2.839,3.139,3.339
-74.965725,40.362696,185,53da88cce4b06d835806247f,t,"BOYER, JASON",t,341 West Bridge St.,New Hope,PA,18938,-74.965725,40.362696,"SIMONETTI, DAVID",215-862-9330,t,"WAWA, STORE # 0185",2017-09-07 16:01:00,185,00:00:00,00:00:00,f,,,
-75.691271,39.735263,831,53da88c6e4b06d83580623a5,t,"CHICKELERO, BONNIE",t,4555 New Linden Hill Rd.,Wilmington,DE,19808,-75.691271,39.735263,"SHARPLESS, JOHN",302-368-8561,t,"WAWA, STORE # 0831",2017-09-07 16:01:00,831,00:00:00,00:00:00,f,,,
-75.562331,39.70971,840,53da88c4e4b06d8358062368,t,"DAVIS, ANTHONY",t,4000 North Dupont Hwy.,New Castle,DE,19720,-75.562331,39.70971,"SHARPLESS, JOHN",302-661-2600,t,"WAWA, STORE # 0840",2017-09-07 16:01:00,840,00:00:00,00:00:00,t,2.699,2.959,3.159
-75.697332,39.788557,842,53da88c4e4b06d8358062397,t,"CHICKELERO, BONNIE",t,605 Yorklyn Rd.,Hockessin,DE,19707,-75.697332,39.788557,"SHARPLESS, JOHN",302-234-1443,t,"WAWA, STORE # 0842",2017-09-07 16:01:00,842,00:00:00,00:00:00,f,,,
-81.345949,28.663017,5186,55715d35e4b0ab783c6823fb,t,"REYNOLDS, ANGELA",t,1390 E ALTAMONTE DRIVE,ALTAMONTE SPRINGS,FL,32701-5012,-81.345949,28.663017,"SOUDERS, TODD",407-262-0338,t,"WAWA, STORE # 5186",2017-09-07 16:01:00,5186,00:00:00,00:00:00,t,2.699,2.949,3.199
-74.802,40.2633,8360,55ba326be4b09d41121b128f,t,"HOLLAND, DANIEL",t,1300 SYLVIA STREET,EWING,NJ,08618,-74.802,40.2633,"READ, JASON",609-414-9258,t,"WAWA, STORE # 8360",2017-09-07 16:01:00,8360,00:00:00,00:00:00,t,2.659,2.959,3.139
-75.658306,40.232732,146,53da88d4e4b06d83580625f7,t,"MANN, CLAIRE",t,260 West Schuylkill Rd.,Pottstown,PA,19465,-75.658306,40.232732,"DEPAOLO, GINA",610-718-0885,t,"WAWA, STORE # 0146",2017-09-07 16:01:00,146,00:00:00,00:00:00,t,2.899,3.219,3.419
-74.507107,40.460811,912,53da88bfe4b0e755dc4ec4f3,t,"OTT, WILLIAM",t,1910 Route 27,North Brunswick,NJ,08290,-74.507107,40.460811,"READ, JASON",732-846-7334,t,"WAWA, STORE # 0912",2017-09-07 16:01:00,912,00:00:00,00:00:00,f,,,
-80.252321,27.175358,5204,55b88e23e4b0f6c705207f6f,t,"MARKO-HEIM, CHARLENE",t,2401 S. KANNER HWY,STUART,FL,34994-4613,-80.252321,27.175358,"PREVOST, DAVID",772-708-2075,t,"WAWA, STORE # 5204",2017-09-07 16:01:00,5204,00:00:00,00:00:00,t,2.699,2.949,3.199
-77.454034,37.604604,655,53da88d4e4b06d83580625dd,t,"SOROKA, MARK",t,5231 Brook Rd.,Richmond,VA,23227,-77.454034,37.604604,"RUPERT, MICHELLE",804-266-1031,t,"WAWA, STORE # 0655",2017-09-07 16:01:00,655,00:00:00,00:00:00,t,2.499,2.759,3.059
-77.500055,38.295582,667,53da88c6e4b06d83580623bb,t,"CARTER, MICHAEL",t,2390 Plank Rd.,Fredericksburg,VA,22401,-77.500055,38.295582,"RUPERT, MICHELLE",540-899-2043,t,"WAWA, STORE # 0667",2017-09-07 16:01:00,667,00:00:00,00:00:00,t,2.499,2.779,3.049
-77.510401,38.355514,668,53da88cee4b06d83580624dc,t,"CARTER, MICHAEL",t,830 Warrenton Rd.,Fredericksburg,VA,22406,-77.510401,38.355514,"RUPERT, MICHELLE",540-373-4394,t,"WAWA, STORE # 0668",2017-09-07 16:01:00,668,00:00:00,00:00:00,t,2.499,2.759,3.059
-77.497577,37.364186,670,53da88c7e4b06d83580623f6,t,"ADAMS, CHRISTOPHER",t,11021 Ironbridge Rd.,Richmond,VA,23831,-77.497577,37.364186,"RUPERT, MICHELLE",804-706-6623,t,"WAWA, STORE # 0670",2017-09-07 16:01:00,670,00:00:00,00:00:00,t,2.459,2.659,2.859
-77.535048,37.500287,672,53da88d1e4b06d8358062555,t,"SOROKA, MARK",t,7500 Midlothian Tpk.,Richmond,VA,23225,-77.535048,37.500287,"RUPERT, MICHELLE",804-675-4880,t,"WAWA, STORE # 0672",2017-09-07 16:01:00,672,00:00:00,00:00:00,t,2.459,2.719,3.019
-77.48913,37.435069,673,53da88bfe4b0e755dc4ec4da,t,"ADAMS, CHRISTOPHER",t,6001 Ironbridge Rd.,Richmond,VA,23234,-77.48913,37.435069,"RUPERT, MICHELLE",804-275-5484,t,"WAWA, STORE # 0673",2017-09-07 16:01:00,673,00:00:00,00:00:00,t,2.459,2.759,3.029
-77.610501,37.434564,674,53da88c3e4b06d835806234e,t,"ADAMS, CHRISTOPHER",t,3850 North Baily Bridge Rd.,Midlothian,VA,23112,-77.610501,37.434564,"RUPERT, MICHELLE",804-763-6004,t,"WAWA, STORE # 0674",2017-09-07 16:01:00,674,00:00:00,00:00:00,t,2.459,2.739,3.039
-77.345244,37.347068,676,53da88c3e4b06d8358062359,t,"ADAMS, CHRISTOPHER",t,600 East Hundred Rd.,CHESTER,VA,23836,-77.345244,37.347068,"RUPERT, MICHELLE",804-530-0822,t,"WAWA, STORE # 0676",2017-09-07 16:01:00,676,00:00:00,00:00:00,t,2.459,2.709,2.959
-77.461021,37.6429,677,53da88d4e4b06d83580625cb,t,"SOROKA, MARK",t,8800 Brook Rd.,Glen Allen,VA,23060,-77.461021,37.6429,"RUPERT, MICHELLE",804-264-4698,t,"WAWA, STORE # 0677",2017-09-07 16:01:00,677,00:00:00,00:00:00,t,2.459,2.779,3.029
-76.056035,36.840655,678,53da88c4e4b06d8358062365,t,"FOSSELLA, JASON",t,2501 Viriginia Beach Blvd.,Virginia Beach,VA,23452,-76.056035,36.840655,"RUPERT, MICHELLE",757-431-3123,t,"WAWA, STORE # 0678",2017-09-07 16:01:00,678,00:00:00,00:00:00,t,2.499,2.749,2.999
-77.29025,38.609145,680,53da88d1e4b06d8358062559,t,"PRUNTY, ROBERT",t,15809 Jefferson Davis Hwy.,Woodbridge,VA,22191,-77.29025,38.609145,"RUPERT, MICHELLE",703-583-3558,t,"WAWA, STORE # 0680",2017-09-07 16:01:00,680,00:00:00,00:00:00,t,2.559,2.869,3.179
-77.508845,37.635207,682,53da88d4e4b06d83580625c1,t,"SOROKA, MARK",t,8851 STAPLES MILL ROAD,HENRICO,VA,23228,-77.508845,37.635207,"RUPERT, MICHELLE",804-262-7335,t,"WAWA, STORE # 0682",2017-09-07 16:01:00,682,00:00:00,00:00:00,t,2.449,2.689,2.959
-77.37014,37.189384,683,53da88cce4b06d83580624ce,t,"ADAMS, CHRISTOPHER",t,3199 South Crater Rd.,Petersburg,VA,23805,-77.37014,37.189384,"RUPERT, MICHELLE",804-862-3551,t,"WAWA, STORE # 0683",2017-09-07 16:01:00,683,00:00:00,00:00:00,t,2.439,2.719,2.919
-77.409609,37.305888,684,53da88c4e4b06d835806239b,t,"ADAMS, CHRISTOPHER",t,15840 Jefferson Davis Hwy.,Colonial Heights,VA,23834,-77.409609,37.305888,"RUPERT, MICHELLE",804-526-6022,t,"WAWA, STORE # 0684",2017-09-07 16:01:00,684,00:00:00,00:00:00,t,2.499,2.819,3.119
-77.450328,38.316325,688,53da88d9e4b06d835806267d,t,"CARTER, MICHAEL",t,275 Butler Rd.,Fredericksburg,VA,22405,-77.450328,38.316325,"RUPERT, MICHELLE",540-899-2796,t,"WAWA, STORE # 0688",2017-09-07 16:01:00,688,00:00:00,00:00:00,t,2.549,2.809,3.109
-77.436077,38.473284,689,53da88bfe4b0e755dc4ec4e9,t,"PRUNTY, ROBERT",t,15 Eustace Rd.,Stafford,VA,22554,-77.436077,38.473284,"RUPERT, MICHELLE",540-288-2057,t,"WAWA, STORE # 0689",2017-09-07 16:01:00,689,00:00:00,00:00:00,t,2.519,2.819,3.119
-77.316961,37.271281,698,53da88bfe4b0e755dc4ec4e8,t,"ADAMS, CHRISTOPHER",t,907 Colonial Corner Dr.,Hopewell,VA,23860,-77.316961,37.271281,"RUPERT, MICHELLE",804-452-3089,t,"WAWA, STORE # 0698",2017-09-07 16:01:00,698,00:00:00,00:00:00,t,2.459,2.759,3.029
-75.017486,39.393531,720,53da88c9e4b06d835806241c,t,"ACKER, MICHELLE",t,1711 East Main St.,Millville,NJ,08332,-75.017486,39.393531,"WEISER, MARIAN",856-327-0655,t,"WAWA, STORE # 0720",2017-09-07 16:01:00,720,00:00:00,00:00:00,t,2.699,2.999,3.199
-74.42971,40.157235,909,53da88c4e4b06d835806236a,t,"MORENO, SANDRA",t,548 MONMOUTH ROAD,CLARKSBURG,NJ,08510,-74.42971,40.157235,"READ, JASON",609-259-9878,t,"WAWA, STORE # 0909",2017-09-07 16:01:00,909,00:00:00,00:00:00,t,2.739,3.079,3.279
-74.068714,40.123577,917,53da88bfe4b0e755dc4ec4ed,t,"WADE, ADAM",t,2432 Hwy. #35,Manasquan,NJ,08736,-74.068714,40.123577,"MURPHY, MAUREEN",732-528-9734,t,"WAWA, STORE # 0917",2017-09-07 16:01:00,917,00:00:00,00:00:00,f,,,
-75.042635,39.446227,924,53da88d1e4b06d8358062545,t,"GORDON, GEORGE",t,2802 South Delsea Dr.,Vineland,NJ,08360,-75.042635,39.446227,"WEISER, MARIAN",856-507-9243,t,"WAWA, STORE # 0924",2017-09-07 16:01:00,924,00:00:00,00:00:00,t,2.699,2.999,3.199
-74.23098,40.04239,927,53da88cee4b06d83580624d6,t,"MOREY, JOHN",t,94 Route 70,Toms River,NJ,08755,-74.23098,40.04239,"MURPHY, MAUREEN",732-905-4620,t,"WAWA, STORE # 0927",2017-09-07 16:01:00,927,00:00:00,00:00:00,t,2.699,2.999,3.199
-75.076237,39.856293,932,53da88cce4b06d835806247c,t,"CONLAN, SAMANTHA",t,825 North Black Horse Pk.,Runnemede,NJ,08078,-75.076237,39.856293,"READ, JASON",856-939-6579,t,"WAWA, STORE # 0932",2017-09-07 16:01:00,932,00:00:00,00:00:00,t,2.699,2.999,3.199
-74.225403,40.136702,938,53da88d4e4b06d83580625d3,t,"CRESPO, ALEASE",t,4690 US Hwy. 9,Howell,NJ,07731,-74.225403,40.136702,"READ, JASON",732-364-0938,t,"WAWA, STORE # 0938",2017-09-07 16:01:00,938,00:00:00,00:00:00,t,2.699,2.999,3.199
-77.649822,37.663656,696,53da88d4e4b06d83580625b1,t,"CHESLER, JASON",t,12564 Broad St.,HENRICO,VA,23233,-77.649822,37.663656,"RUPERT, MICHELLE",804-360-2119,t,"WAWA, STORE # 0696",2017-09-07 16:01:00,696,00:00:00,00:00:00,t,2.479,2.759,3.059
-77.411655,38.4674,697,53da88c7e4b06d83580623da,t,"PRUNTY, ROBERT",t,105 Garrisonville Rd,Stafford,VA,22554,-77.411655,38.4674,"RUPERT, MICHELLE",540-659-8672,t,"WAWA, STORE # 0697",2017-09-07 16:01:00,697,00:00:00,00:00:00,t,2.519,2.839,3.139
-74.58262,39.275678,728,53da88c7e4b06d8358062407,t,"TREDANARI, MARC",t,1250 West Ave.,Ocean City,NJ,08226,-74.58262,39.275678,"WEISER, MARIAN",609-398-7754,t,"WAWA, STORE # 0728",2017-09-07 16:01:00,728,00:00:00,00:00:00,f,,,
-74.876423,39.015436,946,53da88c9e4b06d835806244e,t,"ALLAR, LORI",t,3601 Route 9 South,Rio Grande,NJ,08242,-74.876423,39.015436,"WEISER, MARIAN",609-889-3122,t,"WAWA, STORE # 0946",2017-09-07 16:01:00,946,00:00:00,00:00:00,t,2.699,2.999,3.199
-75.304158,39.760523,974,53da88c6e4b06d83580623a7,t,"ACKER, MICHELLE",t,123 Paulsboro Rd.,Woolwich Twp.,NJ,08085,-75.304158,39.760523,"WEISER, MARIAN",856-467-1722,t,"WAWA, STORE # 0974",2017-09-07 16:01:00,974,00:00:00,00:00:00,t,2.759,3.059,3.259
-82.426987,28.05323,5107,53da88bee4b0e755dc4ec4c2,t,"MORTON, RICHARD",t,11510 North 30th St.,Tampa,FL,33612,-82.426987,28.05323,"PREVOST, DAVID",813-971-5434,t,"WAWA, STORE # 5107",2017-09-07 16:01:00,5107,00:00:00,00:00:00,t,2.699,2.949,2.699
-82.716134,28.28098,5108,53da88c9e4b06d8358062434,t,"MORTON, RICHARD",t,8519 US 19 North,Port Richey,FL,34668,-82.716134,28.28098,"PREVOST, DAVID",727-849-4725,t,"WAWA, STORE # 5108",2017-09-07 16:01:00,5108,00:00:00,00:00:00,t,2.699,2.949,2.699
-82.676652,28.279955,5109,53da88cee4b06d83580624e1,t,"MORTON, RICHARD",t,8330 Ridge Rd.,New Port Richey,FL,34668,-82.676652,28.279955,"PREVOST, DAVID",727-848-5425,t,"WAWA, STORE # 5109",2017-09-07 16:01:00,5109,00:00:00,00:00:00,t,2.699,2.949,3.199
